título;sala;fecha;hora;más información;programa;precio;imagen;procedencia;función;categoría;link de compra;ciclo;sub-ciclo;descripción;ubicación
Un monstruo viene a verme;Sala Principal;07 mayo 2025 - 12:30;12:30;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;TeatroTras estrenarse en Reino Unido y Estados Unidos, llega a España la adaptación teatral de la novela dePatrick Nessque con éxito llevó Juan Antonio Bayona a la gran pantalla. Conor sólo tiene 13 años, pero sabe perfectamente qué va a pasar poco después de la medianoche. Va a tener la misma pesadilla otra vez. Ha sido así desde que su madre cayó enferma. Aunque esa noche parece diferente. Conor escucha una voz que le llama desde el jardín. Frente a la casa, hay una antigua iglesia con su cementerio y un viejo árbol, un tejo que se ha transformado en un monstruo ante los ojos de Conor. De la mano de esa criatura, Conor emprende noche tras noche una nueva aventura para huir de sus propios miedos hasta que reúna el valor suficiente para enfrentarse a su peor pesadilla, a su propia historia: la verdad. Dirección:José Luis Arellano GarcíaUna producción deFundación Teatro LaJovenen colaboración con laAsociación Española contra el CáncerBasado en la novela dePatrick NessInspirada en una idea original deSiobhán Dowd, con adaptación deSally CooksonyAdam Peck Matinés escolares6, 7, 8, 9, 12, 13, 14 y 16 de mayo a las 10.00 y 12.30hRecomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato y Formación Profesional Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;No disponible;Teatro Real;07 mayo 2025 - 12:30;null;null;null;null;null;null
Un monstruo viene a verme;Sala Principal;08 mayo 2025 - 10:00;10:00;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;TeatroTras estrenarse en Reino Unido y Estados Unidos, llega a España la adaptación teatral de la novela dePatrick Nessque con éxito llevó Juan Antonio Bayona a la gran pantalla. Conor sólo tiene 13 años, pero sabe perfectamente qué va a pasar poco después de la medianoche. Va a tener la misma pesadilla otra vez. Ha sido así desde que su madre cayó enferma. Aunque esa noche parece diferente. Conor escucha una voz que le llama desde el jardín. Frente a la casa, hay una antigua iglesia con su cementerio y un viejo árbol, un tejo que se ha transformado en un monstruo ante los ojos de Conor. De la mano de esa criatura, Conor emprende noche tras noche una nueva aventura para huir de sus propios miedos hasta que reúna el valor suficiente para enfrentarse a su peor pesadilla, a su propia historia: la verdad. Dirección:José Luis Arellano GarcíaUna producción deFundación Teatro LaJovenen colaboración con laAsociación Española contra el CáncerBasado en la novela dePatrick NessInspirada en una idea original deSiobhán Dowd, con adaptación deSally CooksonyAdam Peck Matinés escolares6, 7, 8, 9, 12, 13, 14 y 16 de mayo a las 10.00 y 12.30hRecomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato y Formación Profesional Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;No disponible;Teatro Real;08 mayo 2025 - 10:00;null;null;null;null;null;null
Un monstruo viene a verme;Sala Principal;08 mayo 2025 - 12:30;12:30;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;TeatroTras estrenarse en Reino Unido y Estados Unidos, llega a España la adaptación teatral de la novela dePatrick Nessque con éxito llevó Juan Antonio Bayona a la gran pantalla. Conor sólo tiene 13 años, pero sabe perfectamente qué va a pasar poco después de la medianoche. Va a tener la misma pesadilla otra vez. Ha sido así desde que su madre cayó enferma. Aunque esa noche parece diferente. Conor escucha una voz que le llama desde el jardín. Frente a la casa, hay una antigua iglesia con su cementerio y un viejo árbol, un tejo que se ha transformado en un monstruo ante los ojos de Conor. De la mano de esa criatura, Conor emprende noche tras noche una nueva aventura para huir de sus propios miedos hasta que reúna el valor suficiente para enfrentarse a su peor pesadilla, a su propia historia: la verdad. Dirección:José Luis Arellano GarcíaUna producción deFundación Teatro LaJovenen colaboración con laAsociación Española contra el CáncerBasado en la novela dePatrick NessInspirada en una idea original deSiobhán Dowd, con adaptación deSally CooksonyAdam Peck Matinés escolares6, 7, 8, 9, 12, 13, 14 y 16 de mayo a las 10.00 y 12.30hRecomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato y Formación Profesional Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;No disponible;Teatro Real;08 mayo 2025 - 12:30;null;null;null;null;null;null
Un monstruo viene a verme;Sala Principal;09 mayo 2025 - 10:00;10:00;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;TeatroTras estrenarse en Reino Unido y Estados Unidos, llega a España la adaptación teatral de la novela dePatrick Nessque con éxito llevó Juan Antonio Bayona a la gran pantalla. Conor sólo tiene 13 años, pero sabe perfectamente qué va a pasar poco después de la medianoche. Va a tener la misma pesadilla otra vez. Ha sido así desde que su madre cayó enferma. Aunque esa noche parece diferente. Conor escucha una voz que le llama desde el jardín. Frente a la casa, hay una antigua iglesia con su cementerio y un viejo árbol, un tejo que se ha transformado en un monstruo ante los ojos de Conor. De la mano de esa criatura, Conor emprende noche tras noche una nueva aventura para huir de sus propios miedos hasta que reúna el valor suficiente para enfrentarse a su peor pesadilla, a su propia historia: la verdad. Dirección:José Luis Arellano GarcíaUna producción deFundación Teatro LaJovenen colaboración con laAsociación Española contra el CáncerBasado en la novela dePatrick NessInspirada en una idea original deSiobhán Dowd, con adaptación deSally CooksonyAdam Peck Matinés escolares6, 7, 8, 9, 12, 13, 14 y 16 de mayo a las 10.00 y 12.30hRecomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato y Formación Profesional Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;No disponible;Teatro Real;09 mayo 2025 - 10:00;null;null;null;null;null;null
Un monstruo viene a verme;Sala Principal;09 mayo 2025 - 12:30;12:30;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;TeatroTras estrenarse en Reino Unido y Estados Unidos, llega a España la adaptación teatral de la novela dePatrick Nessque con éxito llevó Juan Antonio Bayona a la gran pantalla. Conor sólo tiene 13 años, pero sabe perfectamente qué va a pasar poco después de la medianoche. Va a tener la misma pesadilla otra vez. Ha sido así desde que su madre cayó enferma. Aunque esa noche parece diferente. Conor escucha una voz que le llama desde el jardín. Frente a la casa, hay una antigua iglesia con su cementerio y un viejo árbol, un tejo que se ha transformado en un monstruo ante los ojos de Conor. De la mano de esa criatura, Conor emprende noche tras noche una nueva aventura para huir de sus propios miedos hasta que reúna el valor suficiente para enfrentarse a su peor pesadilla, a su propia historia: la verdad. Dirección:José Luis Arellano GarcíaUna producción deFundación Teatro LaJovenen colaboración con laAsociación Española contra el CáncerBasado en la novela dePatrick NessInspirada en una idea original deSiobhán Dowd, con adaptación deSally CooksonyAdam Peck Matinés escolares6, 7, 8, 9, 12, 13, 14 y 16 de mayo a las 10.00 y 12.30hRecomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato y Formación Profesional Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;No disponible;Teatro Real;09 mayo 2025 - 12:30;null;null;null;null;null;null
Un monstruo viene a verme;Sala Principal;12 mayo 2025 - 10:00;10:00;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;TeatroTras estrenarse en Reino Unido y Estados Unidos, llega a España la adaptación teatral de la novela dePatrick Nessque con éxito llevó Juan Antonio Bayona a la gran pantalla. Conor sólo tiene 13 años, pero sabe perfectamente qué va a pasar poco después de la medianoche. Va a tener la misma pesadilla otra vez. Ha sido así desde que su madre cayó enferma. Aunque esa noche parece diferente. Conor escucha una voz que le llama desde el jardín. Frente a la casa, hay una antigua iglesia con su cementerio y un viejo árbol, un tejo que se ha transformado en un monstruo ante los ojos de Conor. De la mano de esa criatura, Conor emprende noche tras noche una nueva aventura para huir de sus propios miedos hasta que reúna el valor suficiente para enfrentarse a su peor pesadilla, a su propia historia: la verdad. Dirección:José Luis Arellano GarcíaUna producción deFundación Teatro LaJovenen colaboración con laAsociación Española contra el CáncerBasado en la novela dePatrick NessInspirada en una idea original deSiobhán Dowd, con adaptación deSally CooksonyAdam Peck Matinés escolares6, 7, 8, 9, 12, 13, 14 y 16 de mayo a las 10.00 y 12.30hRecomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato y Formación Profesional Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;No disponible;Teatro Real;12 mayo 2025 - 10:00;null;null;null;null;null;null
Un monstruo viene a verme;Sala Principal;12 mayo 2025 - 12:30;12:30;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;TeatroTras estrenarse en Reino Unido y Estados Unidos, llega a España la adaptación teatral de la novela dePatrick Nessque con éxito llevó Juan Antonio Bayona a la gran pantalla. Conor sólo tiene 13 años, pero sabe perfectamente qué va a pasar poco después de la medianoche. Va a tener la misma pesadilla otra vez. Ha sido así desde que su madre cayó enferma. Aunque esa noche parece diferente. Conor escucha una voz que le llama desde el jardín. Frente a la casa, hay una antigua iglesia con su cementerio y un viejo árbol, un tejo que se ha transformado en un monstruo ante los ojos de Conor. De la mano de esa criatura, Conor emprende noche tras noche una nueva aventura para huir de sus propios miedos hasta que reúna el valor suficiente para enfrentarse a su peor pesadilla, a su propia historia: la verdad. Dirección:José Luis Arellano GarcíaUna producción deFundación Teatro LaJovenen colaboración con laAsociación Española contra el CáncerBasado en la novela dePatrick NessInspirada en una idea original deSiobhán Dowd, con adaptación deSally CooksonyAdam Peck Matinés escolares6, 7, 8, 9, 12, 13, 14 y 16 de mayo a las 10.00 y 12.30hRecomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato y Formación Profesional Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;No disponible;Teatro Real;12 mayo 2025 - 12:30;null;null;null;null;null;null
Un monstruo viene a verme;Sala Principal;13 mayo 2025 - 10:00;10:00;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;TeatroTras estrenarse en Reino Unido y Estados Unidos, llega a España la adaptación teatral de la novela dePatrick Nessque con éxito llevó Juan Antonio Bayona a la gran pantalla. Conor sólo tiene 13 años, pero sabe perfectamente qué va a pasar poco después de la medianoche. Va a tener la misma pesadilla otra vez. Ha sido así desde que su madre cayó enferma. Aunque esa noche parece diferente. Conor escucha una voz que le llama desde el jardín. Frente a la casa, hay una antigua iglesia con su cementerio y un viejo árbol, un tejo que se ha transformado en un monstruo ante los ojos de Conor. De la mano de esa criatura, Conor emprende noche tras noche una nueva aventura para huir de sus propios miedos hasta que reúna el valor suficiente para enfrentarse a su peor pesadilla, a su propia historia: la verdad. Dirección:José Luis Arellano GarcíaUna producción deFundación Teatro LaJovenen colaboración con laAsociación Española contra el CáncerBasado en la novela dePatrick NessInspirada en una idea original deSiobhán Dowd, con adaptación deSally CooksonyAdam Peck Matinés escolares6, 7, 8, 9, 12, 13, 14 y 16 de mayo a las 10.00 y 12.30hRecomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato y Formación Profesional Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;No disponible;Teatro Real;13 mayo 2025 - 10:00;null;null;null;null;null;null
Un monstruo viene a verme;Sala Principal;13 mayo 2025 - 12:30;12:30;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;TeatroTras estrenarse en Reino Unido y Estados Unidos, llega a España la adaptación teatral de la novela dePatrick Nessque con éxito llevó Juan Antonio Bayona a la gran pantalla. Conor sólo tiene 13 años, pero sabe perfectamente qué va a pasar poco después de la medianoche. Va a tener la misma pesadilla otra vez. Ha sido así desde que su madre cayó enferma. Aunque esa noche parece diferente. Conor escucha una voz que le llama desde el jardín. Frente a la casa, hay una antigua iglesia con su cementerio y un viejo árbol, un tejo que se ha transformado en un monstruo ante los ojos de Conor. De la mano de esa criatura, Conor emprende noche tras noche una nueva aventura para huir de sus propios miedos hasta que reúna el valor suficiente para enfrentarse a su peor pesadilla, a su propia historia: la verdad. Dirección:José Luis Arellano GarcíaUna producción deFundación Teatro LaJovenen colaboración con laAsociación Española contra el CáncerBasado en la novela dePatrick NessInspirada en una idea original deSiobhán Dowd, con adaptación deSally CooksonyAdam Peck Matinés escolares6, 7, 8, 9, 12, 13, 14 y 16 de mayo a las 10.00 y 12.30hRecomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato y Formación Profesional Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;No disponible;Teatro Real;13 mayo 2025 - 12:30;null;null;null;null;null;null
Un monstruo viene a verme;Sala Principal;14 mayo 2025 - 10:00;10:00;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;TeatroTras estrenarse en Reino Unido y Estados Unidos, llega a España la adaptación teatral de la novela dePatrick Nessque con éxito llevó Juan Antonio Bayona a la gran pantalla. Conor sólo tiene 13 años, pero sabe perfectamente qué va a pasar poco después de la medianoche. Va a tener la misma pesadilla otra vez. Ha sido así desde que su madre cayó enferma. Aunque esa noche parece diferente. Conor escucha una voz que le llama desde el jardín. Frente a la casa, hay una antigua iglesia con su cementerio y un viejo árbol, un tejo que se ha transformado en un monstruo ante los ojos de Conor. De la mano de esa criatura, Conor emprende noche tras noche una nueva aventura para huir de sus propios miedos hasta que reúna el valor suficiente para enfrentarse a su peor pesadilla, a su propia historia: la verdad. Dirección:José Luis Arellano GarcíaUna producción deFundación Teatro LaJovenen colaboración con laAsociación Española contra el CáncerBasado en la novela dePatrick NessInspirada en una idea original deSiobhán Dowd, con adaptación deSally CooksonyAdam Peck Matinés escolares6, 7, 8, 9, 12, 13, 14 y 16 de mayo a las 10.00 y 12.30hRecomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato y Formación Profesional Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;No disponible;Teatro Real;14 mayo 2025 - 10:00;null;null;null;null;null;null
Un monstruo viene a verme;Sala Principal;14 mayo 2025 - 12:30;12:30;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;TeatroTras estrenarse en Reino Unido y Estados Unidos, llega a España la adaptación teatral de la novela dePatrick Nessque con éxito llevó Juan Antonio Bayona a la gran pantalla. Conor sólo tiene 13 años, pero sabe perfectamente qué va a pasar poco después de la medianoche. Va a tener la misma pesadilla otra vez. Ha sido así desde que su madre cayó enferma. Aunque esa noche parece diferente. Conor escucha una voz que le llama desde el jardín. Frente a la casa, hay una antigua iglesia con su cementerio y un viejo árbol, un tejo que se ha transformado en un monstruo ante los ojos de Conor. De la mano de esa criatura, Conor emprende noche tras noche una nueva aventura para huir de sus propios miedos hasta que reúna el valor suficiente para enfrentarse a su peor pesadilla, a su propia historia: la verdad. Dirección:José Luis Arellano GarcíaUna producción deFundación Teatro LaJovenen colaboración con laAsociación Española contra el CáncerBasado en la novela dePatrick NessInspirada en una idea original deSiobhán Dowd, con adaptación deSally CooksonyAdam Peck Matinés escolares6, 7, 8, 9, 12, 13, 14 y 16 de mayo a las 10.00 y 12.30hRecomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato y Formación Profesional Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;No disponible;Teatro Real;14 mayo 2025 - 12:30;null;null;null;null;null;null
Un monstruo viene a verme;Sala Principal;16 mayo 2025 - 10:00;10:00;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;TeatroTras estrenarse en Reino Unido y Estados Unidos, llega a España la adaptación teatral de la novela dePatrick Nessque con éxito llevó Juan Antonio Bayona a la gran pantalla. Conor sólo tiene 13 años, pero sabe perfectamente qué va a pasar poco después de la medianoche. Va a tener la misma pesadilla otra vez. Ha sido así desde que su madre cayó enferma. Aunque esa noche parece diferente. Conor escucha una voz que le llama desde el jardín. Frente a la casa, hay una antigua iglesia con su cementerio y un viejo árbol, un tejo que se ha transformado en un monstruo ante los ojos de Conor. De la mano de esa criatura, Conor emprende noche tras noche una nueva aventura para huir de sus propios miedos hasta que reúna el valor suficiente para enfrentarse a su peor pesadilla, a su propia historia: la verdad. Dirección:José Luis Arellano GarcíaUna producción deFundación Teatro LaJovenen colaboración con laAsociación Española contra el CáncerBasado en la novela dePatrick NessInspirada en una idea original deSiobhán Dowd, con adaptación deSally CooksonyAdam Peck Matinés escolares6, 7, 8, 9, 12, 13, 14 y 16 de mayo a las 10.00 y 12.30hRecomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato y Formación Profesional Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;No disponible;Teatro Real;16 mayo 2025 - 10:00;null;null;null;null;null;null
Un monstruo viene a verme;Sala Principal;16 mayo 2025 - 12:30;12:30;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;TeatroTras estrenarse en Reino Unido y Estados Unidos, llega a España la adaptación teatral de la novela dePatrick Nessque con éxito llevó Juan Antonio Bayona a la gran pantalla. Conor sólo tiene 13 años, pero sabe perfectamente qué va a pasar poco después de la medianoche. Va a tener la misma pesadilla otra vez. Ha sido así desde que su madre cayó enferma. Aunque esa noche parece diferente. Conor escucha una voz que le llama desde el jardín. Frente a la casa, hay una antigua iglesia con su cementerio y un viejo árbol, un tejo que se ha transformado en un monstruo ante los ojos de Conor. De la mano de esa criatura, Conor emprende noche tras noche una nueva aventura para huir de sus propios miedos hasta que reúna el valor suficiente para enfrentarse a su peor pesadilla, a su propia historia: la verdad. Dirección:José Luis Arellano GarcíaUna producción deFundación Teatro LaJovenen colaboración con laAsociación Española contra el CáncerBasado en la novela dePatrick NessInspirada en una idea original deSiobhán Dowd, con adaptación deSally CooksonyAdam Peck Matinés escolares6, 7, 8, 9, 12, 13, 14 y 16 de mayo a las 10.00 y 12.30hRecomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato y Formación Profesional Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/monstruo-viene-verme;No disponible;Teatro Real;16 mayo 2025 - 12:30;null;null;null;null;null;null
El Real en pantalla: Tosca;Sala Principal;11 mayo 2025 - 17:30;17:30;https://www.teatroreal.es/es/espectaculo/real-pantalla-tosca;"Bajo el título ""De Verdi a Puccini: hacia la cima del bel canto"", este ciclo deópera fórumen el Real Teatro de Retiro propone conocer las producciones más espectaculares del Teatro Real dedicadas a los grandes compositores italianosGiuseppe VerdiyGiacomo Puccini. TOSCA(2021) Melodrammaen tres actos Música deGiacomo Puccini(1858-1924) Libreto deGiuseppe GiacosayLuigi Illica, basado en la obraLa Tosca(1887) de Victorien Sardou Estrenada en el Teatro Costanzi de Roma el 14 de enero de 1900 Estrenada en el Teatro Real el 15 de diciembre de 1900 Coproducción del Gran Teatre del Liceu de Barcelona y el Teatro de la Maestranza de Sevilla Coro y Orquesta Titulares del Teatro Real Equipo artísticoDirector musical INicola Luisotti Director de escena y escenógrafo |Paco Azorín Figurinista |Isidre Prunés Vestuario de Floria Tosca |Ulises Mérida Iluminador |Pedro Yagüe Vídeo |Alessandro Arcangeli Coreógrafo |Carlos Martos de la Vega Director del coro |Andrés Máspero Floria Tosca| Sondra Radvanovsky Mario Cavaradossi| Joseph Calleja Barón Scarpia| Carlos Álvarez Cesare Angelotti| Gerardo Bullón Un sacristán| Valeriano Lanchas Spoletta| Mikeldi Atxalandabaso Sciarrone| David Lagares Un pastor| Inés Ballesteros Duración: 2 horas y 20 minutos 1ª parte: 45 minutospausa:15 minutos2ª parte: 1 hora y 45 minutos Precio: 3€ Leer más Leer menos";https://www.teatroreal.es/es/espectaculo/real-pantalla-tosca;No disponible;Teatro Real;11 mayo 2025 - 17:30;null;null;null;null;null;null
Siete ocasiones;Sala Principal;24 mayo 2025 - 12:00;12:00;https://www.teatroreal.es/es/espectaculo/siete-ocasiones;Clásicos del cine mudo con música en vivoEs imprescindible volver al cine mudo y su experimentación desde el lugar para el que fue creado: un evento social y musical de gran calidad.En esta segunda cita de la temporada, podremos disfrutar deSiete ocasiones(1925) deBuster Keatonque cuenta la divertidísima historia de un agente de bolsa en banca rota que se entera que su abuelo según el testamento le ha legado una gran fortuna, pero para poder heredar deberá casarse antes de las 7 de la tarde. Una comedia deslumbrante al ritmo de la música en vivo. ProducciónCafé KinoOrquestaAgrupación Caspervek Matinés escolares23, 28, 29 y 30 de mayo a las 10.30 y 12.00hFuncionesSábados 24 y 31 de mayo de 2025 a las 12.00 y 18.30hDomingos 25 de mayo a las 12.00h y 17.30h Apto para todos los públicosRecomendación pedagógica: 1º, 2º, 3º, 4º, 5º y 6º de primaria y 1º de la ESO Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/siete-ocasiones;No disponible;Teatro Real;24 mayo 2025 - 12:00;null;null;null;null;null;null
Siete ocasiones;Sala Principal;24 mayo 2025 - 18:30;18:30;https://www.teatroreal.es/es/espectaculo/siete-ocasiones;Clásicos del cine mudo con música en vivoEs imprescindible volver al cine mudo y su experimentación desde el lugar para el que fue creado: un evento social y musical de gran calidad.En esta segunda cita de la temporada, podremos disfrutar deSiete ocasiones(1925) deBuster Keatonque cuenta la divertidísima historia de un agente de bolsa en banca rota que se entera que su abuelo según el testamento le ha legado una gran fortuna, pero para poder heredar deberá casarse antes de las 7 de la tarde. Una comedia deslumbrante al ritmo de la música en vivo. ProducciónCafé KinoOrquestaAgrupación Caspervek Matinés escolares23, 28, 29 y 30 de mayo a las 10.30 y 12.00hFuncionesSábados 24 y 31 de mayo de 2025 a las 12.00 y 18.30hDomingos 25 de mayo a las 12.00h y 17.30h Apto para todos los públicosRecomendación pedagógica: 1º, 2º, 3º, 4º, 5º y 6º de primaria y 1º de la ESO Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/siete-ocasiones;No disponible;Teatro Real;24 mayo 2025 - 18:30;null;null;null;null;null;null
Siete ocasiones;Sala Principal;25 mayo 2025 - 12:00;12:00;https://www.teatroreal.es/es/espectaculo/siete-ocasiones;Clásicos del cine mudo con música en vivoEs imprescindible volver al cine mudo y su experimentación desde el lugar para el que fue creado: un evento social y musical de gran calidad.En esta segunda cita de la temporada, podremos disfrutar deSiete ocasiones(1925) deBuster Keatonque cuenta la divertidísima historia de un agente de bolsa en banca rota que se entera que su abuelo según el testamento le ha legado una gran fortuna, pero para poder heredar deberá casarse antes de las 7 de la tarde. Una comedia deslumbrante al ritmo de la música en vivo. ProducciónCafé KinoOrquestaAgrupación Caspervek Matinés escolares23, 28, 29 y 30 de mayo a las 10.30 y 12.00hFuncionesSábados 24 y 31 de mayo de 2025 a las 12.00 y 18.30hDomingos 25 de mayo a las 12.00h y 17.30h Apto para todos los públicosRecomendación pedagógica: 1º, 2º, 3º, 4º, 5º y 6º de primaria y 1º de la ESO Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/siete-ocasiones;No disponible;Teatro Real;25 mayo 2025 - 12:00;null;null;null;null;null;null
Siete ocasiones;Sala Principal;25 mayo 2025 - 17:30;17:30;https://www.teatroreal.es/es/espectaculo/siete-ocasiones;Clásicos del cine mudo con música en vivoEs imprescindible volver al cine mudo y su experimentación desde el lugar para el que fue creado: un evento social y musical de gran calidad.En esta segunda cita de la temporada, podremos disfrutar deSiete ocasiones(1925) deBuster Keatonque cuenta la divertidísima historia de un agente de bolsa en banca rota que se entera que su abuelo según el testamento le ha legado una gran fortuna, pero para poder heredar deberá casarse antes de las 7 de la tarde. Una comedia deslumbrante al ritmo de la música en vivo. ProducciónCafé KinoOrquestaAgrupación Caspervek Matinés escolares23, 28, 29 y 30 de mayo a las 10.30 y 12.00hFuncionesSábados 24 y 31 de mayo de 2025 a las 12.00 y 18.30hDomingos 25 de mayo a las 12.00h y 17.30h Apto para todos los públicosRecomendación pedagógica: 1º, 2º, 3º, 4º, 5º y 6º de primaria y 1º de la ESO Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/siete-ocasiones;No disponible;Teatro Real;25 mayo 2025 - 17:30;null;null;null;null;null;null
Siete ocasiones;Sala Principal;31 mayo 2025 - 12:00;12:00;https://www.teatroreal.es/es/espectaculo/siete-ocasiones;Clásicos del cine mudo con música en vivoEs imprescindible volver al cine mudo y su experimentación desde el lugar para el que fue creado: un evento social y musical de gran calidad.En esta segunda cita de la temporada, podremos disfrutar deSiete ocasiones(1925) deBuster Keatonque cuenta la divertidísima historia de un agente de bolsa en banca rota que se entera que su abuelo según el testamento le ha legado una gran fortuna, pero para poder heredar deberá casarse antes de las 7 de la tarde. Una comedia deslumbrante al ritmo de la música en vivo. ProducciónCafé KinoOrquestaAgrupación Caspervek Matinés escolares23, 28, 29 y 30 de mayo a las 10.30 y 12.00hFuncionesSábados 24 y 31 de mayo de 2025 a las 12.00 y 18.30hDomingos 25 de mayo a las 12.00h y 17.30h Apto para todos los públicosRecomendación pedagógica: 1º, 2º, 3º, 4º, 5º y 6º de primaria y 1º de la ESO Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/siete-ocasiones;No disponible;Teatro Real;31 mayo 2025 - 12:00;null;null;null;null;null;null
Siete ocasiones;Sala Principal;31 mayo 2025 - 18:30;18:30;https://www.teatroreal.es/es/espectaculo/siete-ocasiones;Clásicos del cine mudo con música en vivoEs imprescindible volver al cine mudo y su experimentación desde el lugar para el que fue creado: un evento social y musical de gran calidad.En esta segunda cita de la temporada, podremos disfrutar deSiete ocasiones(1925) deBuster Keatonque cuenta la divertidísima historia de un agente de bolsa en banca rota que se entera que su abuelo según el testamento le ha legado una gran fortuna, pero para poder heredar deberá casarse antes de las 7 de la tarde. Una comedia deslumbrante al ritmo de la música en vivo. ProducciónCafé KinoOrquestaAgrupación Caspervek Matinés escolares23, 28, 29 y 30 de mayo a las 10.30 y 12.00hFuncionesSábados 24 y 31 de mayo de 2025 a las 12.00 y 18.30hDomingos 25 de mayo a las 12.00h y 17.30h Apto para todos los públicosRecomendación pedagógica: 1º, 2º, 3º, 4º, 5º y 6º de primaria y 1º de la ESO Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/siete-ocasiones;No disponible;Teatro Real;31 mayo 2025 - 18:30;null;null;null;null;null;null
Taller en torno a Les indes galantes;Sala Principal;25 mayo 2025 - 11:00;11:00;https://www.teatroreal.es/es/espectaculo/todos-al-real-teatro-viii;"Taller musical en familiaAprender en familia es muy divertido con¡Todos al Real Teatro!, un taller de introducción a la música para todos los públicos. Tras varias temporadas en la Sala Gayarre, continuamos con esta cita imperdible en el Real Teatro de Retiro. Un domingo al mes, se explorará una de lasóperas principalesde la programación delTeatro Realjunto aFernando Palaciosy uno o varios artistas invitados. Un encuentro lúdico y participativo en el que aprenderemos a escuchar ópera con cuentos, canciones, mini conciertos e instrumentos insólitos para descubrirlo todo sobre la música y sus protagonistas. Esta sesión se titula""Viaje a Turquía, Perú, Persia y América""y explora el universo sonoro de la óperaLasindias galantes, deJean-Philippe Rameau,programada en el Teatro Real. Un ballet donde hay de todo: tempestades, volcanes, bodas y fiestas de la paz. Participa: Raksedonia: danzas del mundo Funciones25 de mayo de 2025, 11:00 y 13:00 hPara todos los públicos Leer más Leer menos";https://www.teatroreal.es/es/espectaculo/todos-al-real-teatro-viii;No disponible;Teatro Real;25 mayo 2025 - 11:00;null;null;null;null;null;null
