título;sala;fecha;hora;más información;programa;precio;imagen;procedencia;función;categoría;link de compra;ciclo;sub-ciclo;descripción;ubicación
Grupo Concertante Talía. Batuta 2. Los Instrumentos de Cuerda;Sala de Cámara;2025-02-15;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/grupo-concertante-talia-batuta-2-los-instrumentos-de-cuerda;"
Orquesta Metropolitana de Madrid Directora titular: Silvia Sanz Torre Antonín Dvořák (1841-1904) Serenata para cuerdas en mi mayor, op. 22 (concierto comentado por la directora Silvia Sanz Torre)";32 y 27 €;https://www.auditorionacional.mcu.es/es/programacion/grupo-concertante-talia-batuta-2-los-instrumentos-de-cuerda/@@images/3bf6d2a9-35c7-40ec-b354-080f5083b552.png;Auditorio Nacional;null;null;null;null;null;null;null
Orquesta Camerata Musicalis. Mucho Más que un Concierto. Mozart;Sala de Cámara;2025-02-16;11:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/orquesta-camerata-musicalis-mucho-mas-que-un-concierto-mozart-1;"
Orquesta Camerata Musicalis Edgar Martín Jiménez, director Pablo Barragán, clarinete W. A. Mozart Concierto para clarinete y orquesta";37’50,  29’50,  23’50 y  18’50 €;https://www.auditorionacional.mcu.es/es/programacion/orquesta-camerata-musicalis-mucho-mas-que-un-concierto-mozart-1/@@images/b01a39f8-c402-4f0a-8fb3-44839d362192.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
OCNE. Descubre 02;Sala Sinfónica;2025-02-16;11:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ocne-descubre-02;Orquesta Nacional de España Luis Toro Araya Director Cristina Gómez Godoy Oboe Tomaso Albinoni Concierto para oboe en Re menor, op. 9 núm. 2 Gustav Mahler Sinfonía núm. 10, «Adagio»;28, 24, 20 y 16 €;https://www.auditorionacional.mcu.es/es/programacion/ocne-descubre-02/@@images/4c488c41-157a-4bdf-b38b-88fa158df9bf.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
ORCAM. Sinfónico VI. La Cantata del Pecado;Sala Sinfónica;2025-02-17;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/orcam-sinfonico-vi-la-cantata-del-pecado;"

Orquesta y Coro de la Comunidad de Madrid Pequeños Cantores de la ORCAM Coro Nacional de España Ruth Iniesta, SOPRANO Santiago Ballerini, TENOR Edward Nelson, BAJO Josep Vila i Casañas , DIRECTOR CORO Miguel Ángel Cañamero, DIRECTOR CORO François López-Ferrer, DIRECTOR
Richard Strauss Suite de El Caballero de la rosa +
Carl Orff Carmina Burana
+ Primera vez ORCAM";36, 28, 23 y 15 €;https://www.auditorionacional.mcu.es/es/programacion/orcam-sinfonico-vi-la-cantata-del-pecado/@@images/38adee59-6031-40fd-83ce-5c4568a779d3.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
Excelentia. Quinta de Beethoven & Violonchelo de Dvořák;Sala Sinfónica;2025-02-18;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/excelentia-quinta-de-beethoven-violonchelo-de-dvorak;"Orquesta Clásica Santa Cecilia
Juan Pablo Valencia Director
Santiago Cañón-Valencia Violonchelo

Rossini Guillermo Tell, obertura
Dvořák Concierto para violonchelo y orquesta
Beethoven Sinfonía núm. 5";78, 74, 72, 68, 56, 52, 48, 46 y 42 €;https://www.auditorionacional.mcu.es/es/programacion/excelentia-quinta-de-beethoven-violonchelo-de-dvorak/@@images/8476ed56-ffb0-4b16-9efa-d008a0d3eadd.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
Excelentia. Carmina Burana;Sala Sinfónica;2025-02-20;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/excelentia-carmina-burana-5;Sociedad Coral Excelentia de Madrid Orquesta Clásica Santa Cecilia Director, Kynan Johns Veriko Tchumburidze, violín Rocío Martínez, soprano Manuel Más, barítono Respighi: Concierto Gregoriano Orff: Carmina Burana;78, 75, 72, 68, 64, 58 y 44 €;https://www.auditorionacional.mcu.es/es/programacion/excelentia-carmina-burana-5/@@images/6216d96c-408f-4170-86e7-5347687fb859.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
"CNDM.Alfredo Rodríguez Trio ""Coral Way""";Sala de Cámara;2025-02-20;20:00:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/cndm-alfredo-rodriguez-trio-coral-way;"
Alfredo Rodríguez Trio Alfredo Rodríguez, piano y voz Michael Olivera, batería Yarel Hernández, bajo eléctrico ""Coral Way""";36, 27 y 18 €;https://www.auditorionacional.mcu.es/es/programacion/cndm-alfredo-rodriguez-trio-coral-way/@@images/9bae0a60-6095-4bf7-a240-1ac3230c90b4.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
CNDM. Vilde Frang, Valeriy Sokolov & Lawrence Power;Sala de Cámara;2025-02-21;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/cndm-vilde-frang-valeriy-sokolov-lawrence-power;Vilde Frang, violín Valeriy Sokolov, violín Lawrence Power, viola Eugène Ysaÿe (1858-1931) Sonata para dos violines en la menor (1915) Bjarne Brustad (1895-1978) Capricci, para violín y viola (1931) Zoltán Kodály (1882-1967) Serenata para dos violines y viola, op. 12 (1919-1920);28, 21 y 14 €;https://www.auditorionacional.mcu.es/es/programacion/cndm-vilde-frang-valeriy-sokolov-lawrence-power/@@images/d2af4456-4a7e-4c5f-a59d-c87a7c26e38f.png;Auditorio Nacional;null;null;null;null;null;null;null
OCNE. Sinfónico 15;Sala Sinfónica;2025-02-21;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-15-1;Orquesta Nacional de España Joshua Weilerstein Director Saioa Hernández Soprano Manuel Martínez Burgos Gramática de la niebla * Richard Strauss Seis lieder orquestales (selección de los op. 10 y op. 27) Johannes Brahms Sinfonía núm. 1 en Do menor, op. 68 * Estreno absoluto. Obra encargo de la Orquesta y Coro Nacionales de España;40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-15-1/@@images/d83ef2ef-233e-4445-b7b1-bc1e74baf48a.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
OCNE. Sinfónico 15;Sala Sinfónica;2025-02-22;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-15-1;Orquesta Nacional de España Joshua Weilerstein Director Saioa Hernández Soprano Manuel Martínez Burgos Gramática de la niebla * Richard Strauss Seis lieder orquestales (selección de los op. 10 y op. 27) Johannes Brahms Sinfonía núm. 1 en Do menor, op. 68 * Estreno absoluto. Obra encargo de la Orquesta y Coro Nacionales de España;40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-15-1/@@images/d83ef2ef-233e-4445-b7b1-bc1e74baf48a.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
CNDM. Bill Laurance & Michael League;Sala de Cámara;2025-02-22;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/cndm-bill-laurance-michael-league;"
Bill Laurance, piano Michael League, bajo y otros instrumentos ""Keeping Company""";36, 27 y 18 €;https://www.auditorionacional.mcu.es/es/programacion/cndm-bill-laurance-michael-league/@@images/b641bb64-fb90-4cff-9d7c-696d69791470.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
UPM. Aromas Románticos;Sala Sinfónica;2025-02-22;22:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/upm-aromas-romanticos;"ORQUESTA SINFÓNICA UPM Director: Pablo Puga Raquel Areal, Violín Iago Domínguez, Violonchelo
PROGRAMA
Parte I G. Fauré Pavana, op. 50 J. Brahms Doble concierto de chelo y violín en La menor, op. 102 Parte II L.v. Beethoven Sinfonía nº 7 en La mayor, op. 92";35, 29, 21 y  9'50 €;https://www.auditorionacional.mcu.es/es/programacion/upm-aromas-romanticos/@@images/1d582009-74a1-4053-8f70-628841cbd92b.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
OCNE. Sinfónico 15;Sala Sinfónica;2025-02-23;11:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-15-1;Orquesta Nacional de España Joshua Weilerstein Director Saioa Hernández Soprano Manuel Martínez Burgos Gramática de la niebla * Richard Strauss Seis lieder orquestales (selección de los op. 10 y op. 27) Johannes Brahms Sinfonía núm. 1 en Do menor, op. 68 * Estreno absoluto. Obra encargo de la Orquesta y Coro Nacionales de España;40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-15-1/@@images/d83ef2ef-233e-4445-b7b1-bc1e74baf48a.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
Fundación Scherzo. Grigory Sokolov;Sala Sinfónica;2025-02-24;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/fundacion-scherzo-grigory-sokolov-8;"
Grigory Sokolov, piano

Programa por determinar";75, 60, 45 y 32 €;https://www.auditorionacional.mcu.es/es/programacion/fundacion-scherzo-grigory-sokolov-8/@@images/18634488-69da-4a28-b1c8-1183503239db.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
OCNE. Satélite 14.  Cielo y Tierra;Sala de Cámara;2025-02-25;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ocne-satelite-14-cielo-y-tierr;"Coro Nacional de España Mireia Barrera Directora
Obras de Aaron Copland, Leonard Bernstein, Benjamin Britten, Lili Boulanger, Alfred Schnittke y Bernat Vivancos";12 €;https://www.auditorionacional.mcu.es/es/programacion/ocne-satelite-14-cielo-y-tierr/@@images/77e953b8-7dc6-45d2-8d46-1ffa1359cdf2.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
Ibermúsica. Gewandhausorchester Leipzig;Sala Sinfónica;2025-02-25;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-gewandhausorchester-leipzig-2;"Gewandhausorchester Leipzig Andris Nelsons, director Christiane Karg, soprano
Programa Dvořák La rueca de oro op. 109 Mahler Sinfonía núm. 4 en Sol Mayor";194, 161, 146, 130, 80, 70 y 45 €;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-gewandhausorchester-leipzig-2/@@images/043e281a-15a4-4055-83d8-6dadcd6e7922.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
Ibermúsica. Gewandhausorchester Leipzig;Sala Sinfónica;2025-02-26;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-gewandhausorchester-leipzig-3;Gewandhausorchester Leipzig Andris Nelsons, dirección Lucas Jussen, piano Arthur Jussen, piano Mahler Blumine (de la Sinfonía núm. 1) Mendelssohn Concierto 2 pianos Mi Mayor Dvořák Sinfonía núm. 8;194, 161, 146, 130, 80, 70 y 45 €;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-gewandhausorchester-leipzig-3/@@images/d1a50ebd-9472-491c-b7d4-aca1736f3885.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
La Filarmónica. Quinta de Chaikovski;Sala Sinfónica;2025-02-27;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/la-filarmonica-quinta-de-chaikovski;Orquesta Sinfónica WDR Colonia Pablo Ferrández, violonchelo Andrés Orozco-Estrada, director L. v. Beethoven Obertura Egmont R. Schumann Concierto para violonchelo en la menor, Op. 129 P. I. Chaikovski Sinfonía núm. 5 en mi menor, Op. 64;138, 112, 84, 75, 66, 56, 45 y 40 €;https://www.auditorionacional.mcu.es/es/programacion/la-filarmonica-quinta-de-chaikovski/@@images/9443655e-639f-483a-8b57-0cfeb18d1d0b.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
Excelentia. Piazzolla y una noche de Tangos;Sala de Cámara;2025-02-28;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/excelentia-piazzolla-y-una-noche-de-tangos;"Délica Chamber Orchestra
Una selección de obras de Piazzola: Primavera porteña, Adiós Nonino, Libertango, y tangos como: El día que me quieras, Volver, Caminito, entre otros.";65 y 58 €;https://www.auditorionacional.mcu.es/es/programacion/excelentia-piazzolla-y-una-noche-de-tangos/@@images/6cdf4a0e-3fcf-4b18-aa02-ceb2cefb0b01.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
UAM. Anna Fedorova y Orquesta Sinfónica de Castilla y León;Sala Sinfónica;2025-02-28;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/uam-anna-fedorova-y-orquesta-sinfonica-de-castilla-y-leon;"Orquesta Sinfónica de Castilla y León Pablo González, director Anna Fedorova, piano
Rosa María Ascot Cielo Bajo
Maurice Rave Concierto para piano y orquesta en Sol mayor
Robert Schumann Sinfonía n.º 4 en Re menor, Op. 120";47, 35, 30, 25, 20 y 15 €;https://www.auditorionacional.mcu.es/es/programacion/uam-anna-fedorova-y-orquesta-sinfonica-de-castilla-y-leon/@@images/4c25bddf-1a5f-43e1-bd6a-9f010641afbc.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
OCNE. En Familia: Los Amantes de Verona;Sala Sinfónica;2025-03-01;11:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ocne-en-familia-los-amantes-de-verona;"Orquesta Nacional de España Compañía Nacional de Teatro Clásico
Isabel Rubio, directora Beatriz Jaén, directora de escena
Joven Compañía Nacional de Teatro Clásico: Iñigo Arricibita, Xavi Caudevilla, Cristina García, Ania Hernández, Antonio Hernández Fimia, Pascual Laborda, Cristina Marín-Miró, Felipe Muñoz, Miriam Queba, María Rasco y Marc Servera
""Los amantes de Verona"" A partir de ""Castelvines y Monteses"" de Lope de Vega y de ""Romeo y Julieta"" de Piotr I. Chaikovski";14 y 10 €A LA VENTA desde el 19 de noviembre;https://www.auditorionacional.mcu.es/es/programacion/ocne-en-familia-los-amantes-de-verona/@@images/3647b40f-6b58-4c37-9b18-ea8354d57f5d.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
Filarmonía de Madrid. Brahms y Beethoven;Sala Sinfónica;2025-03-01;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/filarmonia-de-madrid-brahms-y-beethoven;Orquesta y Coro Filarmonía Participativos Filarmonía Rafael Albiñana, director de Coro Pascual Osa, director musical I PARTE Concierto nº5 para piano y orquesta, ‘Emperador’ (L. V. Beethoven) II PARTE Nänie Op. 82 (J. Brahms) Canción del destino, Schicksalslied, Op. 54 (J. Brahms);56, 49, 41, 32 y 28 €;https://www.auditorionacional.mcu.es/es/programacion/filarmonia-de-madrid-brahms-y-beethoven/@@images/0e7ad7ba-0d55-4b59-b7b6-8a84e1b0142b.png;Auditorio Nacional;null;null;null;null;null;null;null
AEMBOES / Madrid Sinfónica Décimo Arte. Romeo y Julieta;Sala de Cámara;2025-03-01;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/aemboes-madrid-sinfonica-decimo-arte-romeo-y-julieta;Madrid Sinfónica Décimo Arte Director: Alberto G. López I PROKOFIEV (1891-1953) Romeo y Julieta, Suite núm. 2, op.64 II BARBER (1910-1981) Adagio para cuerdas ELGAR (1857-1934) Salut d'amour, Op.12 MASCAGNI (1863-1945) Cavalleria Rusticana, intermezzo MAHLER (1860-1911) Adagietto de la Sinfonía núm. 5 en do sostenido menor WAGNER (1813-1883) Tristan und Isolde Vorspiel und Liebestod;38, 35, 33, 29 y 25 €;https://www.auditorionacional.mcu.es/es/programacion/aemboes-madrid-sinfonica-decimo-arte-romeo-y-julieta/@@images/0e34686b-0e2c-46e4-932f-a528f700187f.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
OCNE. En Familia: Los Amantes de Verona;Sala Sinfónica;2025-03-02;11:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ocne-en-familia-los-amantes-de-verona;"Orquesta Nacional de España Compañía Nacional de Teatro Clásico
Isabel Rubio, directora Beatriz Jaén, directora de escena
Joven Compañía Nacional de Teatro Clásico: Iñigo Arricibita, Xavi Caudevilla, Cristina García, Ania Hernández, Antonio Hernández Fimia, Pascual Laborda, Cristina Marín-Miró, Felipe Muñoz, Miriam Queba, María Rasco y Marc Servera
""Los amantes de Verona"" A partir de ""Castelvines y Monteses"" de Lope de Vega y de ""Romeo y Julieta"" de Piotr I. Chaikovski";14 y 10 €A LA VENTA desde el 19 de noviembre;https://www.auditorionacional.mcu.es/es/programacion/ocne-en-familia-los-amantes-de-verona/@@images/3647b40f-6b58-4c37-9b18-ea8354d57f5d.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
Fundación Scherzo. Maria João Pires & Ignasi Cambra;Sala Sinfónica;2025-03-02;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/fundacion-scherzo-maria-joao-pires-ignasi-cambra;Maria João Pires, piano Ignasi Cambra, piano Programa por determinar;75, 60, 45 y 32 €;https://www.auditorionacional.mcu.es/es/programacion/fundacion-scherzo-maria-joao-pires-ignasi-cambra/@@images/4e2c72b6-720f-4485-be3b-6867d086a095.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
Ibermúsica. Evgeny Kissin;Sala Sinfónica;2025-03-03;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-evgeny-kissin-5;Evgeny Kissin, piano Programa Bach Partita núm. 2 Do menor BWV826 Chopin Nocturno Sol menor op.15 núm.3 Nocturno núm. 16 Mi bemol Mayor op.55 núm. 2 Scherzo núm.4 en Mi Mayor, op.54 Shostakóvich Sonata núm. 2 si menor, op.61 Preludio y Fuga 8 Fa sostenido menor, op.87 Preludio y Fuga 15 en Re bemol Mayor, op. 87 Preludio y Fuga 24 Re menor, op.87;83, 70, 59, 55, 43, 34 y 20 €;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-evgeny-kissin-5/@@images/3dcac2a2-4f0a-4310-9881-a28ec11e10bc.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
OCNE. Satélite 15. Miradas Olvidadas;Sala de Cámara;2025-03-04;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ocne-satelite-15-miradas-olvidadas;"Ad Infinitum Joan Espina Alejandra Navarro Violines Martí Varela Viola Mireia Peñarroja Violonchelo Toni García Araque Contrabajo Jesús Campo Órgano y piano
Ariel Hernández Tenor Francesca Calero Soprano Manuel Torrado Barítono
Obras de Antonio Reparaz, María de Pablos, María Luisa Güell, Isabel Güell y María Luisa Chevallier";12 €;https://www.auditorionacional.mcu.es/es/programacion/ocne-satelite-15-miradas-olvidadas/@@images/6b50b50b-6ef9-4035-b727-2a55f774593d.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
Ibermúsica. Filarmonica della Scala;Sala Sinfónica;2025-03-04;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-filarmonica-della-scala-1;"Filarmonica della Scala Riccardo Chailly, dirección Gautier Capuçon, violonchelo
Dvořák Concierto violonchelo Si menor op.104 Berio Quatre dédicaces Prokófiev Romeo y Julieta, suite";194, 161, 146, 130, 80, 70 y 45 €;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-filarmonica-della-scala-1/@@images/be61829f-47fb-410d-9e16-8c4d7dd5091a.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
Orquesta Sinfónica de Madrid. Luis Miguel Méndez;Sala Sinfónica;2025-03-05;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/orquesta-sinfonica-de-madrid-17;"Orquesta Sinfónica de Madrid Luis Miguel Méndez DIRECTOR

Luigi Boccherini/ Luciano Berio Ritirata notturna di Madrid Ottorino Respighi Feste romane, P 157 Ottorino Respighi Fontane di Roma, P 106 Pini di Roma, P 141";45, 30, 18 y 10 €;https://www.auditorionacional.mcu.es/es/programacion/orquesta-sinfonica-de-madrid-17/@@images/001ce911-b0cb-4dd5-8974-24831a500140.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
"CNDM. Los Elementos: ""Clori, Tirsi e Fileno"" (G. F. Haendel)";Sala de Cámara;2025-03-05;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/cndm-los-elementos-clori-tirsi-e-fileno-g-g-haendel;"
Los Elementos ROBIN JOHANNSEN, soprano (Tirsi) ANA VIEIRA LEITE, soprano (Clori) ALBERTO MIGUÉLEZ ROUCO, alto (Fileno) y dirección Programa George Frideric Haendel (1685-1759) Clori, Tirsi e Fileno, serenata pastoral a tres voces , HWV 96 (1707)";28, 21 y 14 €;https://www.auditorionacional.mcu.es/es/programacion/cndm-los-elementos-clori-tirsi-e-fileno-g-g-haendel/@@images/c009e69c-6179-439c-aec3-f47e85b4f4fb.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
OCNE. Sinfónico 16;Sala Sinfónica;2025-03-07;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-16-1;Orquesta Nacional de España Cornelius Meister Director Alexandra Dovgan Piano Vera-Lotte Boecker Soprano Raquel García-Tomás Las constelaciones que más brillan Serguéi Rajmáninov Rapsodia sobre un tema de Paganini op. 43 Gustav Mahler Sinfonía núm 4, en Sol mayor [54’];40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-16-1/@@images/599a0f9f-8405-436f-a40c-d9fcbae1d88e.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
Ibermúsica. Los Niños Cantores de Viena;Sala Sinfónica;2025-03-08;11:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-los-ninos-cantores-de-viena;"
Los Niños Cantores de Viena Programa Johann Strauss y sus contemporáneos";60, 50, 45, 40, 35, 30 y 15 €;https://www.auditorionacional.mcu.es/es/programacion/ibermusica-los-ninos-cantores-de-viena/@@images/f3d5c93d-3581-41e4-905a-869b5f7f0d9f.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
OCNE. Sinfónico 16;Sala Sinfónica;2025-03-08;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-16-1;Orquesta Nacional de España Cornelius Meister Director Alexandra Dovgan Piano Vera-Lotte Boecker Soprano Raquel García-Tomás Las constelaciones que más brillan Serguéi Rajmáninov Rapsodia sobre un tema de Paganini op. 43 Gustav Mahler Sinfonía núm 4, en Sol mayor [54’];40, 36, 28, 20 y 13 €;https://www.auditorionacional.mcu.es/es/programacion/concierto-ocne-sinfonico-16-1/@@images/599a0f9f-8405-436f-a40c-d9fcbae1d88e.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
"CNDM. L’Arpeggiata: ""Wonder Women""";Sala de Cámara;2025-03-08;19:30:00+01:00;https://www.auditorionacional.mcu.es/es/programacion/cndm-l2019arpeggiata;"L’Arpeggiata Christina Pluhar, tiorba y dirección Luciana Mancini, mezzosoprano Programa ""Wonder Women. Música de y sobre mujeres"" Tradicional de México La bruja (arr. C. Pluhar) Barbara Strozzi (1619-1677) Che si può fare?, de Arie, op. 8, n.º 6 (1664) Tradicional de México La llorona (arr. C. Pluhar) Isabella Leonarda (1620-1704) Nive puer, de Motetti, op. 7, n.º 1 (1677, arr. C. Pluhar) Tradicional de México La lloroncita (arr. C. Pluhar) Maurizio Cazzati (1616-1678) La Strozza, de Sonate a due violini e basso continuo, op. 18, n.º 12 (1656) Antonia Padoani Bembo (1640-1720) Habbi pietà di me, de Produzioni armoniche, n.º 16 (ca. 1700-1701) Francesca Caccini (1587-ca. 1641) ‘Così, perfida Alcina’, de La liberazione di Ruggiero dall’isola di Alcina (1625) Andrea Falconieri (1585-1656) La Benedetta, de Il primo libro di canzone, sinfonie […], volte, n.º 56 (1650) Henry du Bailly (?-1637) Yo soy la locura (1614, arr. C. Pluhar) B. Strozzi L’amante consolato, de Cantatte, arietti e duetti, op. 2, n.º 6 (1651) Francesca Campana (ca. 1615-d. 1665) È già rotto lo strale, de Arie a una, due e tre voci, op. 1 (1629) M. Cazzati Capriccio sopra sette note (ca. 1651) F. Caccini Lasciatemi qui solo, de Il primo libro delle musiche, n.º 1 (1618)";36, 27 y 18 €;https://www.auditorionacional.mcu.es/es/programacion/cndm-l2019arpeggiata/@@images/a2702161-b5ac-4842-8932-9f62b37abe7f.jpeg;Auditorio Nacional;null;null;null;null;null;null;null
